,nama,jarak tempuh,nama dealer,rate,banyak review,harga
985,2021 Mercedes-Benz E-Class E 450 4MATIC,"17,190 mi.",Sears Imported Autos,4.9,"(2,212 reviews)","$66,589"
986,2022 Mercedes-Benz C-Class C 300 4MATIC,25 mi.,Mercedes-Benz Doylestown,4.4,(474 reviews),"$50,510"
987,2022 Mercedes-Benz GLC 300 Base 4MATIC,"5,766 mi.",Bergstrom Luxury on Victory Lane,4.2,(292 reviews),"$47,785"
988,2019 Mercedes-Benz AMG GT 63 S 4-Door,"19,550 mi.",Astorg Auto of Charleston,4.8,(625 reviews),"$121,996"
989,2020 Mercedes-Benz A-Class A 220,"25,873 mi.",Fletcher Jones Motorcars - Newport Beach,4.9,"(5,346 reviews)","$32,894"
990,2022 Mercedes-Benz AMG C 43 Base 4MATIC,"3,557 mi.",Mercedes-Benz of Easton,4.6,(682 reviews),"$70,982"
991,2023 Mercedes-Benz GLS 450 4MATIC,500 mi.,Mercedes-Benz Of Bedford,4.7,(484 reviews),"$86,492"
992,2020 Mercedes-Benz AMG GT 63 4-Door,"18,822 mi.",Mercedes-Benz of Portland,4.4,"(1,908 reviews)","$103,990"
993,2019 Mercedes-Benz Maybach S 560 Base 4MATIC,"37,931 mi.",Mercedes-Benz of Ontario,4.8,"(2,015 reviews)","$97,883"
994,2022 Mercedes-Benz GLC 300 Base 4MATIC,"10,413 mi.",Mercedes-Benz of Fayetteville,4.9,"(1,255 reviews)","$44,900"
995,2021 Mercedes-Benz GLS 580 Base 4MATIC,"26,616 mi.",Mercedes-Benz of Houston Greenway,4.8,"(2,655 reviews)","$88,891"
996,2022 Mercedes-Benz GLC 300 Base 4MATIC,"10,735 mi.",Mercedes-Benz of Laguna Niguel,4.7,"(1,810 reviews)","$43,750"
997,2019 Mercedes-Benz G-Class G 550 4MATIC,"26,061 mi.",Mercedes-Benz of Houston North,4.5,"(1,757 reviews)","$134,991"
998,2020 Mercedes-Benz C-Class C 300 4MATIC,"19,625 mi.",Mercedes-Benz of Des Moines,4.2,(372 reviews),"$34,896"
999,2022 Mercedes-Benz GLC 300 Base 4MATIC,"15,965 mi.",Husker Auto Group,n/a,(22 reviews),"$41,998"
1000,2023 Mercedes-Benz CLA 250 Base,"4,820 mi.",Mercedes-Benz of Fayetteville,4.9,"(1,255 reviews)","$48,500"
1001,2017 Mercedes-Benz C-Class C 300,"39,424 mi.",Mercedes-Benz of Massapequa,4.8,"(1,854 reviews)","$25,497"
1002,2020 Mercedes-Benz GLS 450 Base 4MATIC,"39,228 mi.",Mercedes-Benz of Delray,4.6,"(1,744 reviews)","$59,388"
1003,2022 Mercedes-Benz E-Class E 450 4MATIC,"4,046 mi.",Autohaus on Edens,4.7,"(2,441 reviews)","$78,210"
1004,2020 Mercedes-Benz S-Class S 450 4MATIC,"40,650 mi.",Mercedes-Benz of Pittsburgh,n/a,(77 reviews),"$62,880"
1005,2020 Mercedes-Benz GLS 450 Base 4MATIC,"24,324 mi.",Mercedes-Benz of Edison,5.0,"(3,933 reviews)","$67,995"
1006,2020 Mercedes-Benz GLS 450 Base 4MATIC,"35,323 mi.",Mercedes-Benz of Edison,5.0,"(3,933 reviews)","$64,990"
1007,2023 Mercedes-Benz C-Class C 300 4MATIC,"3,489 mi.",Mercedes-Benz of Hoffman Estates,4.6,"(1,182 reviews)","$50,999"
1008,2020 Mercedes-Benz GLS 450 Base 4MATIC,"41,571 mi.",Mercedes-Benz of Morristown,4.8,(575 reviews),"$67,995"
1009,2022 Mercedes-Benz GLS 450 4MATIC,"4,981 mi.",Mercedes-Benz Of Hagerstown,4.9,"(2,943 reviews)","$83,135"
1010,2021 Mercedes-Benz AMG GLS 63 AMG GLS 63,"33,047 mi.",Isringhausen Imports,4.9,(966 reviews),"$121,900"
1011,2023 Mercedes-Benz C-Class C 300 4MATIC,"1,507 mi.",Autohaus on Edens,4.7,"(2,441 reviews)","$54,105"
1012,2017 Mercedes-Benz G-Class G 550,"39,377 mi.",Mercedes-Benz of South Bay,4.5,"(1,836 reviews)","$92,789"
1013,2020 Mercedes-Benz GLS 450 Base,"27,109 mi.",Mercedes-Benz Of Bloomfield Hills,3.9,(110 reviews),"$68,310"
1014,2020 Mercedes-Benz AMG GT 53 Base,"29,240 mi.",Mercedes-Benz of Atlanta Northeast,4.7,"(2,032 reviews)","$88,998"
1015,2018 Mercedes-Benz AMG GLC 63 Base 4MATIC,"26,658 mi.",Mercedes-Benz of Des Moines,4.2,(372 reviews),"$55,943"
1016,2022 Mercedes-Benz GLC 300 Base 4MATIC,"11,492 mi.",Mercedes-Benz of Laguna Niguel,4.7,"(1,810 reviews)","$43,750"
1017,2020 Mercedes-Benz S-Class S 450,"22,051 mi.",Isringhausen Imports,4.9,(966 reviews),"$69,900"
1018,2020 Mercedes-Benz C-Class C 300 4MATIC,"26,035 mi.",Mercedes-Benz of Chicago,4.8,"(1,327 reviews)","$37,994"
1019,2020 Mercedes-Benz GLS 450 Base 4MATIC,"44,492 mi.",Autohaus on Edens,4.7,"(2,441 reviews)","$56,383"
1020,2021 Mercedes-Benz S-Class S 500 4MATIC,"12,307 mi.",Mercedes-Benz of Knoxville,4.7,(339 reviews),"$92,500"
1021,2022 Mercedes-Benz AMG GLC 43 Base 4MATIC,"9,646 mi.",Mercedes-Benz of North Haven,4.8,"(1,250 reviews)","$65,939"
1022,2019 Mercedes-Benz AMG C 43 Base 4MATIC,"35,796 mi.",Mercedes-Benz of Mt. Pleasant,4.5,(67 reviews),"$46,988"
1023,2022 Mercedes-Benz GLB 250 Base 4MATIC,"6,222 mi.",Mercedes-Benz of State College,n/a,(2 reviews),"$39,991"
1024,2022 Mercedes-Benz GLS 450 4MATIC,"15,550 mi.",Mercedes-Benz of Plano,4.7,"(1,825 reviews)","$86,000"
1025,2020 Mercedes-Benz S-Class S 560,"36,573 mi.",Mercedes-Benz of Marietta,4.6,(582 reviews),"$69,322"
1026,2020 Mercedes-Benz E-Class E 350,"44,340 mi.",Mercedes-Benz of Arcadia,4.8,"(1,209 reviews)","$37,677"
1027,2022 Mercedes-Benz G-Class G 550 4MATIC,"6,174 mi.",Mercedes-Benz of Walnut Creek,4.5,"(1,015 reviews)","$156,986"
1028,2020 Mercedes-Benz C-Class C 300 4MATIC,"22,176 mi.",Mercedes-Benz of Milwaukee North,n/a,(307 reviews),"$35,538"
1029,2020 Mercedes-Benz GLS 450 Base 4MATIC,"43,931 mi.",Mercedes-Benz of Orange County NY,4.6,(206 reviews),"$61,783"
1030,2023 Mercedes-Benz AMG GLA 35 Base,"5,729 mi.",Mercedes-Benz Of Tampa,4.1,"(3,520 reviews)","$50,880"
1031,2019 Mercedes-Benz GLS 450 Base 4MATIC,"47,842 mi.",Mercedes-Benz of Nanuet,4.7,(264 reviews),"$45,547"
1032,2019 Mercedes-Benz S-Class S 560,"32,153 mi.",Mercedes-Benz of Chantilly,4.7,(971 reviews),"$91,500"
1033,2019 Mercedes-Benz C-Class C 300 4MATIC,"30,287 mi.",Mercedes-Benz of St. Charles,4.7,(589 reviews),"$32,583"
1034,2020 Mercedes-Benz GLC 350e Base 4MATIC,"32,522 mi.",House of Imports,4.7,"(1,756 reviews)","$37,933"
1035,2022 Mercedes-Benz GLB 250 Base 4MATIC,"6,320 mi.",Mercedes-Benz of Lancaster,4.8,(172 reviews),"$42,990"
1036,2022 Mercedes-Benz GLC 300 Base 4MATIC,"3,040 mi.",Mercedes-Benz Doylestown,4.4,(474 reviews),"$45,932"
1037,2022 Mercedes-Benz GLC 300 Base 4MATIC,"11,492 mi.",Mercedes-Benz of Laguna Niguel,4.7,"(1,810 reviews)","$43,750"
1038,2019 Mercedes-Benz GLC 300 Base,"48,606 mi.",Mercedes-Benz of Sarasota,4.7,"(2,031 reviews)","$30,695"
1039,2023 Mercedes-Benz EQB 300 Base 4MATIC,382 mi.,Mercedes-Benz of Ontario,4.8,"(2,015 reviews)","$52,483"
1040,2018 Mercedes-Benz AMG GLC 43 Base 4MATIC,"43,256 mi.",Mercedes-Benz of Chandler,4.9,(624 reviews),"$37,433"
1041,2020 Mercedes-Benz AMG C 43 Base 4MATIC,"17,513 mi.",Mercedes-Benz of Fredericksburg,4.7,(431 reviews),"$48,900"
1042,2022 Mercedes-Benz AMG GLC 43 Base 4MATIC,"14,776 mi.",i.g. Burton Imports,n/a,(27 reviews),"$66,454"
1043,2020 Mercedes-Benz GLE 350 Base 4MATIC,"31,384 mi.",Mercedes-Benz of North Palm Beach,3.1,(50 reviews),"$49,500"
1044,2020 Mercedes-Benz GLS 450 Base 4MATIC,"28,671 mi.",Mercedes-Benz of Massapequa,4.8,"(1,854 reviews)","$63,414"
1045,2022 Mercedes-Benz GLE 350 Base 4MATIC,"8,021 mi.",Mercedes-Benz of St. Charles,4.7,(589 reviews),"$67,583"
1046,2022 Mercedes-Benz AMG CLA 35 Base 4MATIC,"6,040 mi.",Mercedes-Benz of South Bay,4.5,"(1,836 reviews)","$48,995"
1047,2020 Mercedes-Benz GLS 450 Base 4MATIC,"34,320 mi.",Mercedes-Benz of Delray,4.6,"(1,744 reviews)","$60,640"
1048,2022 Mercedes-Benz GLS 450 4MATIC,"8,993 mi.",Mercedes-Benz of Sugar Land,3.7,(563 reviews),"$89,989"
1049,2023 Mercedes-Benz GLB 250 Base 4MATIC,"5,295 mi.",Mercedes-Benz of Lancaster,4.8,(172 reviews),"$53,990"
1050,2022 Mercedes-Benz AMG CLA 35 Base 4MATIC,"11,185 mi.",Mercedes-Benz of Plano,4.7,"(1,825 reviews)","$51,750"
1051,2020 Mercedes-Benz E-Class E 350 4MATIC,"56,535 mi.",Mercedes-Benz of Beaverton,4.4,"(2,829 reviews)","$38,356"
1052,2021 Mercedes-Benz GLC 300 Base 4MATIC,"16,855 mi.",Mercedes-Benz Of Tampa,4.1,"(3,520 reviews)","$43,500"
1053,2019 Mercedes-Benz GLA 250 Base 4MATIC,"41,357 mi.",Mercedes-Benz of Massapequa,4.8,"(1,854 reviews)","$24,995"
1054,2018 Mercedes-Benz GLA 250 Base 4MATIC,"24,225 mi.",Mercedes-Benz of Goldens Bridge,4.4,(236 reviews),"$28,990"
1055,2018 Mercedes-Benz S-Class S 450,"22,701 mi.",Mercedes-Benz of Mt. Pleasant,4.5,(67 reviews),"$53,988"
1056,2023 Mercedes-Benz AMG GLA 35 Base,500 mi.,Mercedes-Benz Of Bedford,4.7,(484 reviews),"$54,992"
1057,2019 Mercedes-Benz SL 550 Base,"27,420 mi.",Mercedes-Benz of Honolulu,4.9,"(1,147 reviews)","$75,783"
1058,2022 Mercedes-Benz GLC 300 Base,"11,622 mi.",Mercedes-Benz of Laguna Niguel,4.7,"(1,810 reviews)","$42,500"
1059,2017 Mercedes-Benz C-Class C 300,"47,465 mi.",Coppus Motors,4.8,(98 reviews),"$32,897"
1060,2022 Mercedes-Benz AMG GLA 45 Base,"5,169 mi.",Mercedes-Benz of Marietta,4.6,(582 reviews),"$49,499"
1061,2019 Mercedes-Benz E-Class E 300 4MATIC,"44,593 mi.",Mercedes-Benz of Westwood,2.4,(441 reviews),"$35,466"
1062,2019 Mercedes-Benz GLA 250 Base 4MATIC,"27,101 mi.",Mercedes-Benz of Edison,5.0,"(3,933 reviews)","$29,981"
1063,2021 Mercedes-Benz CLA 250 Base,"12,153 mi.",Mercedes-Benz of Plano,4.7,"(1,825 reviews)","$38,750"
1064,2020 Mercedes-Benz GLS 450 Base 4MATIC,"47,920 mi.",Mercedes-Benz of Delray,4.6,"(1,744 reviews)","$57,288"
1065,2023 Mercedes-Benz GLB 250 Base,"9,331 mi.",Mercedes-Benz of Birmingham,4.9,(867 reviews),"$44,984"
1066,2022 Mercedes-Benz S-Class S 580 4MATIC,"21,544 mi.",Mercedes-Benz of Wesley Chapel,4.5,(916 reviews),"$98,803"
1067,2020 Mercedes-Benz GLA 250 Base 4MATIC,"22,598 mi.",Feldmann Imports,4.4,(640 reviews),"$31,991"
1068,2021 Mercedes-Benz AMG GLE 53 Base,"24,844 mi.","Viti, Inc.",4.9,(742 reviews),"$84,988"
1069,2020 Mercedes-Benz S-Class S 560 4MATIC,"37,079 mi.",Mercedes-Benz of Arlington,4.8,"(2,382 reviews)","$71,995"
1070,2020 Mercedes-Benz GLS 450 Base 4MATIC,"28,301 mi.",Rallye Motors,4.8,"(4,209 reviews)","$62,900"
1071,2019 Mercedes-Benz GLC 350e Base 4MATIC,"27,438 mi.",Mercedes-Benz of Sugar Land,3.7,(563 reviews),"$38,989"
1072,2020 Mercedes-Benz E-Class E 450 4MATIC,"35,241 mi.",Mercedes-Benz of South Orlando,4.4,"(1,388 reviews)","$48,899"
1073,2019 Mercedes-Benz E-Class E 300,"59,525 mi.","Smith Motor Sales of Haverhill, Inc.",4.9,"(1,761 reviews)","$38,822"
1074,2022 Mercedes-Benz GLS 450 4MATIC,"7,540 mi.",Rallye Motors,4.8,"(4,209 reviews)","$84,900"
1075,2021 Mercedes-Benz GLC 300 Base 4MATIC,"34,072 mi.",Mercedes-Benz of Sarasota,4.7,"(2,031 reviews)","$40,718"
1076,2020 Mercedes-Benz GLS 450 Base 4MATIC,"32,765 mi.",Mercedes-Benz of White Plains,4.3,"(1,645 reviews)","$62,998"
1077,2020 Mercedes-Benz GLE 350 Base,"21,202 mi.",Mercedes-Benz of North Palm Beach,3.1,(50 reviews),"$48,000"
1078,2021 Mercedes-Benz GLC 300 Base,"28,630 mi.",Mercedes-Benz of South Charlotte,4.8,"(1,325 reviews)","$46,891"
1079,2019 Mercedes-Benz CLA 250 Base 4MATIC,"41,144 mi.",Mercedes-Benz of Union,4.7,(917 reviews),"$29,995"
1080,2019 Mercedes-Benz E-Class E 450,"40,855 mi.",Mercedes-Benz of Beaverton,4.4,"(2,829 reviews)","$39,405"
1081,2020 Mercedes-Benz GLC 300 Base 4MATIC,"32,104 mi.",Mercedes-Benz of Fort Mitchell,4.7,(598 reviews),"$36,489"
1082,2021 Mercedes-Benz AMG GLE 63 S-Model 4MATIC,"21,256 mi.",Mercedes-Benz of Farmington,3.8,(272 reviews),"$103,987"
1083,2023 Mercedes-Benz CLA 250 Base 4MATIC,"3,422 mi.",Mercedes-Benz of Loveland,4.7,(671 reviews),"$46,999"
1084,2019 Mercedes-Benz C-Class C 300,"30,504 mi.",Mercedes-Benz of Jackson,3.9,(818 reviews),"$31,995"
1085,2021 Mercedes-Benz E-Class E 350 4MATIC,"17,240 mi.",Sears Imported Autos,4.9,"(2,212 reviews)","$48,923"
1086,2020 Mercedes-Benz GLA 250 Base 4MATIC,"18,460 mi.",Sears Imported Autos,4.9,"(2,212 reviews)","$33,479"
1087,2021 Mercedes-Benz GLE 350 Base,"35,676 mi.",Mercedes-Benz of Fayetteville,4.9,"(1,255 reviews)","$51,500"
1088,2020 Mercedes-Benz GLS 450 Base 4MATIC,"12,946 mi.",Mercedes-Benz of Orange County NY,4.6,(206 reviews),"$68,294"
1089,2020 Mercedes-Benz GLS 580 Base 4MATIC,"41,047 mi.",Mercedes-Benz of Birmingham,4.9,(867 reviews),"$77,878"
1090,2020 Mercedes-Benz CLS 450 Base 4MATIC,"36,354 mi.",Mercedes-Benz of Fort Washington,4.5,"(2,784 reviews)","$54,054"
1091,2023 Mercedes-Benz AMG GLE 53 Base,"3,989 mi.",Mercedes-Benz of Houston North,4.5,"(1,757 reviews)","$97,991"
1092,2022 Mercedes-Benz GLS 450 4MATIC,"8,703 mi.",Mercedes-Benz of Hoffman Estates,4.6,"(1,182 reviews)","$96,999"
1093,2018 Mercedes-Benz GLC 300 4MATIC Coupe,"72,322 mi.",Mercedes-Benz of Memphis,n/a,(17 reviews),"$39,999"
1094,2020 Mercedes-Benz C-Class C 300,"29,995 mi.",Mercedes-Benz of Columbus,4.7,"(1,192 reviews)","$49,699"
1095,2020 Mercedes-Benz GLB 250 Base 4MATIC,"29,389 mi.",Mercedes-Benz of North Haven,4.8,"(1,250 reviews)","$34,997"
1096,2020 Mercedes-Benz GLS 450 Base 4MATIC,"39,703 mi.",Mercedes-Benz of Morristown,4.8,(575 reviews),"$64,995"
1097,2020 Mercedes-Benz E-Class E 350,"34,200 mi.",Mercedes-Benz of Lubbock,n/a,(1 review),"$39,293"
1098,2021 Mercedes-Benz GLB 250 Base 4MATIC,"38,934 mi.",Mercedes-Benz of North Haven,4.8,"(1,250 reviews)","$38,994"
1099,2020 Mercedes-Benz GLS 450 Base 4MATIC,"35,482 mi.","JP Motors, Inc.",5.0,(151 reviews),"$62,977"
1100,2020 Mercedes-Benz GLS 450 Base 4MATIC,"21,209 mi.",Mercedes-Benz of Chicago,4.8,"(1,327 reviews)","$65,991"
1101,2023 Mercedes-Benz S-Class S 500 4MATIC,"2,242 mi.",Crown Eurocars,4.9,"(4,095 reviews)","$111,550"
1102,2022 Mercedes-Benz S-Class S 580 4MATIC,"14,740 mi.",Mercedes-Benz of Marietta,4.6,(582 reviews),"$107,509"
1103,2022 Mercedes-Benz GLS 450 4MATIC,"14,235 mi.",Mercedes-Benz of Lafayette,n/a,(150 reviews),"$82,571"
1104,2016 Mercedes-Benz GLE-Class GLE 350 4MATIC,"94,063 mi.",John Sisson Motors,2.6,(37 reviews),"$22,408"
1105,2023 Mercedes-Benz GLA 250 GLA 250,"1,945 mi.",Mercedes-Benz of Lynnwood,4.4,(130 reviews),"$46,650"
1106,2021 Mercedes-Benz E-Class E 350,"47,283 mi.",House of Imports,4.7,"(1,756 reviews)","$43,933"
1107,2017 Mercedes-Benz GLE 350 Base,"79,597 mi.",Mercedes-Benz of Pembroke Pines,4.5,"(1,513 reviews)","$23,995"
1108,2023 Mercedes-Benz GLC 300 4MATIC Coupe,679 mi.,Autobahn Motors,4.8,(998 reviews),"$52,998"
1109,2020 Mercedes-Benz AMG GT 63 4-Door,"20,396 mi.",Mercedes-Benz of Temecula,4.0,"(1,397 reviews)","$117,993"
1110,2022 Mercedes-Benz GLS 450 4MATIC,"8,142 mi.",Mercedes-Benz of South Orlando,4.4,"(1,388 reviews)","$82,692"
1111,2020 Mercedes-Benz GLS 450 Base 4MATIC,"37,427 mi.",Mercedes-Benz of Naperville,4.7,(883 reviews),"$57,993"
1112,2022 Mercedes-Benz AMG E 53 Base 4MATIC,"5,120 mi.",Mercedes-Benz of Naples,4.7,"(1,521 reviews)","$81,555"
1113,2020 Mercedes-Benz S-Class S 560,"28,083 mi.",Mercedes-Benz of Catonsville,4.3,(487 reviews),"$70,000"
1114,2020 Mercedes-Benz GLE 350 Base 4MATIC,"29,855 mi.",Bloomington Normal Auto-Mall,3.5,(159 reviews),"$49,988"
1115,2020 Mercedes-Benz GLS 450 Base 4MATIC,"25,441 mi.",Mercedes-Benz of Owings Mills,4.9,"(2,275 reviews)","$65,990"
1116,2021 Mercedes-Benz GLC 300 4MATIC Coupe,"43,765 mi.",Mercedes-Benz of Gainesville,4.8,(876 reviews),"$49,999"
1117,2020 Mercedes-Benz C-Class C 300,"27,793 mi.",Mercedes-Benz of Covington,4.7,(734 reviews),"$36,900"
1118,2020 Mercedes-Benz GLS 450 Base 4MATIC,"12,250 mi.",Mercedes-Benz of Hoffman Estates,4.6,"(1,182 reviews)","$70,999"
1119,2021 Mercedes-Benz C-Class C 300 4MATIC,"24,935 mi.",Aristocrat Motors,4.7,"(1,372 reviews)","$42,777"
1120,2020 Mercedes-Benz AMG C 63 Base,"16,496 mi.",Mercedes-Benz of Massapequa,4.8,"(1,854 reviews)","$68,995"
1121,2020 Mercedes-Benz GLE 350 Base 4MATIC,"24,426 mi.",Bloomington Normal Auto-Mall,3.5,(159 reviews),"$49,388"
1122,2022 Mercedes-Benz E-Class E 350,"10,661 mi.",Mercedes-Benz of Houston Greenway,4.8,"(2,655 reviews)","$52,281"
1123,2022 Mercedes-Benz A-Class A 220 4MATIC,"2,975 mi.",Mercedes-Benz of Fredericksburg,4.7,(431 reviews),"$42,085"
1124,2020 Mercedes-Benz GLE 580 AWD 4MATIC,"19,564 mi.",Autohaus on Edens,4.7,"(2,441 reviews)","$67,777"
1125,2020 Mercedes-Benz AMG C 43 Base 4MATIC,"16,022 mi.",Fletcher Jones Motorcars - Newport Beach,4.9,"(5,346 reviews)","$60,894"
1126,2023 Mercedes-Benz GLS 450 4MATIC,"4,080 mi.",Mercedes-Benz of Hoffman Estates,4.6,"(1,182 reviews)","$104,999"
1127,2020 Mercedes-Benz SLC 300 Base,"20,441 mi.",Autohaus of Peoria,2.8,(79 reviews),"$45,494"
1128,2020 Mercedes-Benz GLC 300 Base 4MATIC,"36,025 mi.",Mercedes-Benz of Gainesville,4.8,(876 reviews),"$37,289"
1129,2020 Mercedes-Benz E-Class E 350 4MATIC,"43,270 mi.",Mercedes-Benz of Georgetown,4.6,(446 reviews),"$42,786"
1130,2023 Mercedes-Benz CLA 250 Base 4MATIC,"4,619 mi.",Mercedes-Benz of Naperville,4.7,(883 reviews),"$48,277"
1131,2021 Mercedes-Benz GLA 250 Base,"15,945 mi.",Mercedes-Benz of Plano,4.7,"(1,825 reviews)","$36,000"
1132,2022 Mercedes-Benz E-Class E 450 4MATIC,"11,115 mi.",Mercedes-Benz of Ann Arbor,n/a,(465 reviews),"$66,794"
1133,2022 Mercedes-Benz GLS 450 4MATIC,"3,431 mi.",Mercedes-Benz of Chicago,4.8,"(1,327 reviews)","$90,993"
1134,2020 Mercedes-Benz AMG SLC 43 Base,"1,938 mi.",Mercedes-Benz of Fredericksburg,4.7,(431 reviews),"$60,000"
1135,2022 Mercedes-Benz A-Class A 220,"12,236 mi.",Mercedes-Benz of Houston Greenway,4.8,"(2,655 reviews)","$35,981"
1136,2021 Mercedes-Benz GLC 300 Base 4MATIC,"15,451 mi.",Mercedes-Benz of Nanuet,4.7,(264 reviews),"$41,185"
1137,2023 Mercedes-Benz S-Class S 500 4MATIC,"2,828 mi.",Mercedes-Benz of Pompano,4.5,(784 reviews),"$124,995"
1138,2022 Mercedes-Benz GLE 350 Base 4MATIC,"32,065 mi.",Mercedes-Benz of Marietta,4.6,(582 reviews),"$62,699"
1139,2020 Mercedes-Benz AMG GLC 43 4MATIC Coupe,"31,123 mi.",Fletcher Jones Motorcars - Newport Beach,4.9,"(5,346 reviews)","$58,894"
1140,2021 Mercedes-Benz GLE 450 AWD 4MATIC,"33,300 mi.",Mercedes-Benz of Milwaukee North,n/a,(307 reviews),"$64,310"
1141,2020 Mercedes-Benz CLA 250 Base 4MATIC,"24,324 mi.",Mercedes-Benz of Rochester,4.7,(152 reviews),"$33,495"
1142,2020 Mercedes-Benz CLA 250 Base 4MATIC,"37,616 mi.",Napleton Autowerks Schererville,3.9,(594 reviews),"$37,496"
1143,2019 Mercedes-Benz GLC 350e Base 4MATIC,"50,156 mi.",Mercedes-Benz of Farmington,3.8,(272 reviews),"$29,987"
1144,2021 Mercedes-Benz GLE 350 Base,"17,753 mi.",Mercedes-Benz of Fayetteville,4.9,"(1,255 reviews)","$56,107"
1145,2020 Mercedes-Benz S-Class S 560 4MATIC,"45,852 mi.",Mercedes-Benz of Lancaster,4.8,(172 reviews),"$67,990"
1146,2022 Mercedes-Benz A-Class A 220 4MATIC,"4,087 mi.",Aristocrat Motors,4.7,"(1,372 reviews)","$39,977"
1147,2018 Mercedes-Benz AMG GT C,"16,026 mi.",Mercedes-Benz of South Orlando,4.4,"(1,388 reviews)","$104,007"
1148,2020 Mercedes-Benz C-Class C 300 4MATIC,"26,608 mi.",Mercedes-Benz of Novi,4.6,(788 reviews),"$37,000"
1149,2018 Mercedes-Benz C-Class C 300 4MATIC,"28,572 mi.",Mercedes-Benz of Morristown,4.8,(575 reviews),"$32,515"
1150,2020 Mercedes-Benz E-Class E 350,"61,504 mi.",Mercedes-Benz of Georgetown,4.6,(446 reviews),"$37,987"
1151,2020 Mercedes-Benz AMG G 63 Base,"19,410 mi.",Contemporary Motor Cars Inc.,4.8,(221 reviews),"$187,998"
1152,2018 Mercedes-Benz S-Class S 560,"45,272 mi.",Mercedes-Benz of Pompano,4.5,(784 reviews),"$61,998"
1153,2019 Mercedes-Benz C-Class C 300 4MATIC,"39,557 mi.",Napleton Autowerks Schererville,3.9,(594 reviews),"$28,995"
1154,2022 Mercedes-Benz GLS 450 Base 4MATIC,"47,196 mi.",Mercedes-Benz of Covington,4.7,(734 reviews),"$79,900"
1155,2017 Mercedes-Benz AMG S 65 Base,"21,092 mi.",Isringhausen Imports,4.9,(966 reviews),"$129,900"
1156,2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,124 mi.",Mercedes-Benz of Scarborough,4.4,(522 reviews),"$43,650"
1157,2017 Mercedes-Benz AMG GT AMG GT,"43,684 mi.",Mercedes-Benz of Boerne,4.6,(462 reviews),"$79,777"
1158,2019 Mercedes-Benz S-Class S 450 4MATIC,"52,675 mi.",Mercedes-Benz of Asheville,4.6,(261 reviews),"$52,992"
1159,2019 Mercedes-Benz C-Class C 300,"31,642 mi.",Mercedes-Benz Of Henderson,4.9,"(1,716 reviews)","$33,493"
1160,2022 Mercedes-Benz E-Class E 450,"14,843 mi.",Mercedes-Benz of Birmingham,4.9,(867 reviews),"$65,975"
1161,2021 Mercedes-Benz GLS 450 4MATIC,"16,315 mi.",Mercedes-Benz of Houston North,4.5,"(1,757 reviews)","$74,991"
1162,2019 Mercedes-Benz E-Class E 450,"36,811 mi.",Mercedes-Benz of North Haven,4.8,"(1,250 reviews)","$55,697"
1163,2018 Mercedes-Benz E-Class E 400,"40,150 mi.",Autohaus on Edens,4.7,"(2,441 reviews)","$38,797"
1164,2019 Mercedes-Benz CLA 250 Base 4MATIC,"20,065 mi.",Contemporary Motor Cars Inc.,4.8,(221 reviews),"$30,998"
1165,2022 Mercedes-Benz S-Class S 500 4MATIC,"24,826 mi.",Euro Motorcars Germantown,4.6,(216 reviews),"$99,851"
1166,2019 Mercedes-Benz GLC 300 Base 4MATIC,"62,092 mi.",Mercedes-Benz of Loveland,4.7,(671 reviews),"$29,750"
1167,2020 Mercedes-Benz AMG GLC 43 Base 4MATIC,"29,645 mi.",Mercedes-Benz of Rockville Centre,4.8,"(1,403 reviews)","$53,545"
1168,2022 Mercedes-Benz S-Class S 580 4MATIC,"14,874 mi.",Mercedes-Benz of Coconut Creek,4.6,"(1,343 reviews)","$109,882"
1169,2019 Mercedes-Benz C-Class C 300 4MATIC,"18,395 mi.",Mercedes-Benz Of Rochester,4.8,(178 reviews),"$34,287"
1170,2020 Mercedes-Benz CLA 250 Base 4MATIC,"27,332 mi.",Mercedes-Benz of Lancaster,4.8,(172 reviews),"$36,990"
1171,2021 Mercedes-Benz C-Class C 300 4MATIC,"21,407 mi.",Mercedes-Benz of Boerne,4.6,(462 reviews),"$38,555"
1172,2021 Mercedes-Benz S-Class S 580 4MATIC,"16,379 mi.",Aristocrat Motors,4.7,"(1,372 reviews)","$109,977"
1173,2022 Mercedes-Benz S-Class S 580 4MATIC,"6,887 mi.",Mercedes-Benz of San Francisco / Smart Center San Francisco,n/a,(62 reviews),"$101,987"
1174,2020 Mercedes-Benz GLS 450 Base 4MATIC,"20,249 mi.",Feldmann Imports,4.4,(640 reviews),"$65,952"
1175,2022 Mercedes-Benz C-Class C 300 4MATIC,"6,150 mi.",Mercedes-Benz of Westmont,4.6,"(1,111 reviews)","$46,977"
1176,2023 Mercedes-Benz E-Class E 350 4MATIC,"5,635 mi.",Mercedes-Benz of White Plains,4.3,"(1,645 reviews)","$63,299"
1177,2018 Mercedes-Benz GLS 450 Base 4MATIC,"62,713 mi.",Mercedes-Benz of Ft. Pierce,3.9,(243 reviews),"$36,285"
1178,2020 Mercedes-Benz G-Class G 550 4MATIC,"16,894 mi.",Mercedes-Benz of San Francisco / Smart Center San Francisco,n/a,(62 reviews),"$148,987"
